booking_id,room,start_date,end_date,request_id,prefix_room,bookings_days,client_name,room_type,request_type,adults,childrens,total_occupancy,price_day,capacity,total_price,overcrowded
938,L5,2016-03-07,2016-03-10,449,L,3,Haleigh Schoen DDS,conference_room_large,conference,19,0,19,150,50,450,0
939,S16,2016-03-13,2016-03-17,450,S,4,Pasquale Morissette I,conference_room_small,party,17,27,44,80,15,320,1
940,S17,2016-03-13,2016-03-17,450,S,4,Pasquale Morissette I,conference_room_small,party,17,27,44,80,15,320,1
941,S18,2016-03-13,2016-03-17,450,S,4,Pasquale Morissette I,conference_room_small,party,17,27,44,80,15,320,1
942,L8,2016-02-14,2016-02-20,451,L,6,Micayla Shields,conference_room_large,conference,21,0,21,150,50,900,0
943,N53,2016-03-15,2016-03-21,452,N,6,Magen Mertz,normal_room,holiday,5,2,7,80,1,480,1
944,N54,2016-03-15,2016-03-21,452,N,6,Magen Mertz,normal_room,holiday,5,2,7,80,1,480,1
945,N55,2016-03-15,2016-03-21,452,N,6,Magen Mertz,normal_room,holiday,5,2,7,80,1,480,1
946,N56,2016-03-15,2016-03-21,452,N,6,Magen Mertz,normal_room,holiday,5,2,7,80,1,480,1
947,N57,2016-03-15,2016-03-21,452,N,6,Magen Mertz,normal_room,holiday,5,2,7,80,1,480,1
948,N58,2016-03-15,2016-03-21,452,N,6,Magen Mertz,normal_room,holiday,5,2,7,80,1,480,1
949,N59,2016-03-15,2016-03-21,452,N,6,Magen Mertz,normal_room,holiday,5,2,7,80,1,480,1
950,D5,2016-02-15,2016-02-17,453,D,2,Vera Rau,double_room,business,1,1,2,100,3,200,0
951,D3,2016-03-10,2016-03-18,454,D,8,Merle Mraz,double_room,business,3,1,4,100,3,800,1
952,D4,2016-03-10,2016-03-18,454,D,8,Merle Mraz,double_room,business,3,1,4,100,3,800,1
953,D6,2016-03-20,2016-03-24,455,D,4,Gusta Marvin,double_room,business,3,1,4,100,3,400,1
954,D7,2016-03-20,2016-03-24,455,D,4,Gusta Marvin,double_room,business,3,1,4,100,3,400,1
955,L0,2016-01-19,2016-01-22,456,L,3,Clemma Lakin,conference_room_large,conference,19,0,19,150,50,450,0
956,S52,2016-02-05,2016-02-06,457,S,1,Bo Vandervort,conference_room_small,wedding,23,25,48,80,15,80,1
957,S53,2016-02-05,2016-02-06,457,S,1,Bo Vandervort,conference_room_small,wedding,23,25,48,80,15,80,1
958,S100,2016-02-05,2016-02-06,457,S,1,Bo Vandervort,conference_room_small,wedding,23,25,48,80,15,80,1
959,S101,2016-02-05,2016-02-06,457,S,1,Bo Vandervort,conference_room_small,wedding,23,25,48,80,15,80,1
960,L1,2016-01-07,2016-01-12,458,L,5,Talan Koss,conference_room_large,party,18,38,56,150,50,750,1
961,L5,2016-01-07,2016-01-12,458,L,5,Talan Koss,conference_room_large,party,18,38,56,150,50,750,1
962,L3,2016-01-04,2016-01-09,459,L,5,Mr. Gust Hirthe V,conference_room_large,party,24,2,26,150,50,750,0
963,L7,2016-03-02,2016-03-06,460,L,4,Dr. Daryn Franecki,conference_room_large,conference,48,0,48,150,50,600,0
964,N7,2016-03-14,2016-03-16,461,N,2,Dr. Alf Reilly Jr.,normal_room,holiday,1,0,1,80,1,160,0
965,D6,2016-01-19,2016-02-03,462,D,15,Parker Kihn III,double_room,business,3,0,3,100,3,1500,0
966,N2,2016-01-24,2016-01-27,463,N,3,Isreal Fahey,normal_room,business,2,2,4,80,1,240,1
967,N3,2016-01-24,2016-01-27,463,N,3,Isreal Fahey,normal_room,business,2,2,4,80,1,240,1
968,N27,2016-01-24,2016-01-27,463,N,3,Isreal Fahey,normal_room,business,2,2,4,80,1,240,1
969,N28,2016-01-24,2016-01-27,463,N,3,Isreal Fahey,normal_room,business,2,2,4,80,1,240,1
970,L7,2016-02-19,2016-02-24,464,L,5,Luverne Miller,conference_room_large,party,19,27,46,150,50,750,0
971,S19,2016-03-12,2016-03-19,465,S,7,Victorine Lebsack MD,conference_room_small,wedding,17,26,43,80,15,560,1
972,S20,2016-03-12,2016-03-19,465,S,7,Victorine Lebsack MD,conference_room_small,wedding,17,26,43,80,15,560,1
973,S21,2016-03-12,2016-03-19,465,S,7,Victorine Lebsack MD,conference_room_small,wedding,17,26,43,80,15,560,1
974,D1,2016-03-17,2016-03-19,466,D,2,Jereme Pacocha,double_room,holiday,1,1,2,100,3,200,0
975,S35,2016-02-18,2016-02-24,468,S,6,Jolene Pagac,conference_room_small,wedding,26,24,50,80,15,480,1
976,S40,2016-02-18,2016-02-24,468,S,6,Jolene Pagac,conference_room_small,wedding,26,24,50,80,15,480,1
977,S41,2016-02-18,2016-02-24,468,S,6,Jolene Pagac,conference_room_small,wedding,26,24,50,80,15,480,1
978,S42,2016-02-18,2016-02-24,468,S,6,Jolene Pagac,conference_room_small,wedding,26,24,50,80,15,480,1
979,X40,2016-03-30,2016-03-31,469,X,1,Colby Howell DDS,deluxe_room,holiday,6,0,6,150,3,150,1
980,X41,2016-03-30,2016-03-31,469,X,1,Colby Howell DDS,deluxe_room,holiday,6,0,6,150,3,150,1
981,S17,2016-03-10,2016-03-12,470,S,2,Verdie Torphy,conference_room_small,wedding,25,34,59,80,15,160,1
982,S21,2016-03-10,2016-03-12,470,S,2,Verdie Torphy,conference_room_small,wedding,25,34,59,80,15,160,1
983,S28,2016-03-10,2016-03-12,470,S,2,Verdie Torphy,conference_room_small,wedding,25,34,59,80,15,160,1
984,S40,2016-03-10,2016-03-12,470,S,2,Verdie Torphy,conference_room_small,wedding,25,34,59,80,15,160,1
985,D4,2016-02-08,2016-02-14,471,D,6,Kelly Reilly,double_room,business,1,0,1,100,3,600,0
986,D7,2016-02-03,2016-02-05,472,D,2,Travis Ratke,double_room,business,1,1,2,100,3,200,0
987,N17,2016-03-07,2016-03-13,473,N,6,Janel Nader,normal_room,holiday,3,0,3,80,1,480,1
988,N18,2016-03-07,2016-03-13,473,N,6,Janel Nader,normal_room,holiday,3,0,3,80,1,480,1
989,N19,2016-03-07,2016-03-13,473,N,6,Janel Nader,normal_room,holiday,3,0,3,80,1,480,1
990,D4,2016-03-03,2016-03-07,474,D,4,Sussie Marks,double_room,business,1,0,1,100,3,400,0
991,X8,2016-02-17,2016-02-22,475,X,5,Herb Fisher,deluxe_room,holiday,1,0,1,150,3,750,0
992,X6,2016-02-07,2016-02-14,476,X,7,Sariah Lueilwitz MD,deluxe_room,business,1,0,1,150,3,1050,0
993,L2,2016-01-07,2016-01-10,477,L,3,Burk Kiehn,conference_room_large,party,41,41,82,150,50,450,1
994,L4,2016-01-07,2016-01-10,477,L,3,Burk Kiehn,conference_room_large,party,41,41,82,150,50,450,1
995,L6,2016-01-22,2016-01-28,478,L,6,Daisie Paucek,conference_room_large,wedding,31,22,53,150,50,900,1
996,L7,2016-01-22,2016-01-28,478,L,6,Daisie Paucek,conference_room_large,wedding,31,22,53,150,50,900,1
997,S7,2016-03-15,2016-03-16,479,S,1,Dr. Jade Oberbrunner,conference_room_small,conference,29,0,29,80,15,80,1
998,S8,2016-03-15,2016-03-16,479,S,1,Dr. Jade Oberbrunner,conference_room_small,conference,29,0,29,80,15,80,1
999,S51,2016-03-19,2016-03-23,480,S,4,Dr. Fay Pfannerstill MD,conference_room_small,wedding,30,28,58,80,15,320,1
1000,S52,2016-03-19,2016-03-23,480,S,4,Dr. Fay Pfannerstill MD,conference_room_small,wedding,30,28,58,80,15,320,1
1001,S53,2016-03-19,2016-03-23,480,S,4,Dr. Fay Pfannerstill MD,conference_room_small,wedding,30,28,58,80,15,320,1
1002,S58,2016-03-19,2016-03-23,480,S,4,Dr. Fay Pfannerstill MD,conference_room_small,wedding,30,28,58,80,15,320,1
1003,L2,2016-01-27,2016-02-05,481,L,9,Gayle Kertzmann,conference_room_large,conference,21,0,21,150,50,1350,0
1004,N27,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1005,N35,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1006,N36,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1007,N79,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1008,N83,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1009,N87,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1010,N88,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1011,N97,2016-03-20,2016-03-23,482,N,3,Dr. Salvatore Konopelski Sr.,normal_room,holiday,6,2,8,80,1,240,1
1012,D3,2016-01-25,2016-01-30,483,D,5,Noreen Wilkinson,double_room,holiday,1,2,3,100,3,500,0
1013,X11,2016-01-13,2016-01-18,484,X,5,Hyrum Lind PhD,deluxe_room,business,1,1,2,150,3,750,0
1014,D18,2016-03-11,2016-03-14,485,D,3,Aleah Durgan,double_room,holiday,2,0,2,100,3,300,0
1015,X0,2016-03-16,2016-03-19,486,X,3,Miss Sherrie Jast,deluxe_room,holiday,2,2,4,150,3,450,1
1016,X1,2016-03-16,2016-03-19,486,X,3,Miss Sherrie Jast,deluxe_room,holiday,2,2,4,150,3,450,1
1017,S7,2016-02-12,2016-02-24,487,S,12,Abner Zieme,conference_room_small,wedding,15,36,51,80,15,960,1
1018,S8,2016-02-12,2016-02-24,487,S,12,Abner Zieme,conference_room_small,wedding,15,36,51,80,15,960,1
1019,S9,2016-02-12,2016-02-24,487,S,12,Abner Zieme,conference_room_small,wedding,15,36,51,80,15,960,1
1020,S10,2016-02-12,2016-02-24,487,S,12,Abner Zieme,conference_room_small,wedding,15,36,51,80,15,960,1
1021,S24,2016-01-25,2016-01-29,488,S,4,Lou Kuhlman,conference_room_small,wedding,12,6,18,80,15,320,1
1022,S25,2016-01-25,2016-01-29,488,S,4,Lou Kuhlman,conference_room_small,wedding,12,6,18,80,15,320,1
1023,L3,2016-01-09,2016-01-13,489,L,4,Jordan Block DVM,conference_room_large,wedding,14,24,38,150,50,600,0
1024,D7,2016-01-14,2016-01-18,490,D,4,Mr. Hakeem Rosenbaum II,double_room,business,2,0,2,100,3,400,0
1025,N15,2016-01-14,2016-01-17,492,N,3,Mrs. Shaunna Langosh MD,normal_room,business,1,0,1,80,1,240,0
1026,L1,2016-02-10,2016-02-14,493,L,4,Kristen Gorczany,conference_room_large,wedding,28,21,49,150,50,600,0
1027,D11,2016-02-06,2016-02-08,495,D,2,Dr. Destry Borer,double_room,business,6,0,6,100,3,200,1
1028,D14,2016-02-06,2016-02-08,495,D,2,Dr. Destry Borer,double_room,business,6,0,6,100,3,200,1
1029,N60,2016-03-11,2016-03-17,496,N,6,Lew Maggio,normal_room,business,2,0,2,80,1,480,1
1030,N61,2016-03-11,2016-03-17,496,N,6,Lew Maggio,normal_room,business,2,0,2,80,1,480,1
1031,L34,2016-03-02,2016-03-06,497,L,4,Zackary Kreiger,conference_room_large,conference,10,0,10,150,50,600,0
1032,L6,2016-01-08,2016-01-11,498,L,3,Dr. Alferd Kemmer,conference_room_large,wedding,12,41,53,150,50,450,1
1033,L8,2016-01-08,2016-01-11,498,L,3,Dr. Alferd Kemmer,conference_room_large,wedding,12,41,53,150,50,450,1
1034,N16,2016-02-09,2016-02-14,499,N,5,Verlene Ruecker,normal_room,business,4,0,4,80,1,400,1
1035,N40,2016-02-09,2016-02-14,499,N,5,Verlene Ruecker,normal_room,business,4,0,4,80,1,400,1
1036,N41,2016-02-09,2016-02-14,499,N,5,Verlene Ruecker,normal_room,business,4,0,4,80,1,400,1
1037,N42,2016-02-09,2016-02-14,499,N,5,Verlene Ruecker,normal_room,business,4,0,4,80,1,400,1
1038,L3,2016-01-30,2016-02-03,500,L,4,Blanche Keebler MD,conference_room_large,wedding,29,41,70,150,50,600,1
1039,L4,2016-01-30,2016-02-03,500,L,4,Blanche Keebler MD,conference_room_large,wedding,29,41,70,150,50,600,1
1040,S28,2016-01-09,2016-01-14,502,S,5,Dr. Coby Senger,conference_room_small,conference,39,0,39,80,15,400,1
1041,S29,2016-01-09,2016-01-14,502,S,5,Dr. Coby Senger,conference_room_small,conference,39,0,39,80,15,400,1
1042,S30,2016-01-09,2016-01-14,502,S,5,Dr. Coby Senger,conference_room_small,conference,39,0,39,80,15,400,1
1043,D7,2016-03-29,2016-04-05,504,D,7,Jaquez Bahringer,double_room,holiday,1,4,5,100,3,700,1
1044,D8,2016-03-29,2016-04-05,504,D,7,Jaquez Bahringer,double_room,holiday,1,4,5,100,3,700,1
1045,X0,2016-03-19,2016-03-20,505,X,1,Ms. Flor Ziemann,deluxe_room,business,2,2,4,150,3,150,1
1046,X13,2016-03-19,2016-03-20,505,X,1,Ms. Flor Ziemann,deluxe_room,business,2,2,4,150,3,150,1
1047,N73,2016-03-09,2016-03-10,506,N,1,Ivah Schamberger,normal_room,business,3,0,3,80,1,80,1
1048,N74,2016-03-09,2016-03-10,506,N,1,Ivah Schamberger,normal_room,business,3,0,3,80,1,80,1
1049,N75,2016-03-09,2016-03-10,506,N,1,Ivah Schamberger,normal_room,business,3,0,3,80,1,80,1
1050,D2,2016-02-20,2016-02-22,507,D,2,Kenan Leannon,double_room,business,1,2,3,100,3,200,0
1051,D8,2016-02-29,2016-03-04,508,D,4,Miss Kaia Leannon,double_room,business,1,0,1,100,3,400,0
1052,L3,2016-03-19,2016-03-22,509,L,3,Forest Luettgen,conference_room_large,party,23,21,44,150,50,450,0
1053,S4,2016-01-06,2016-01-09,510,S,3,Zeta Powlowski,conference_room_small,party,30,41,71,80,15,240,1
1054,S5,2016-01-06,2016-01-09,510,S,3,Zeta Powlowski,conference_room_small,party,30,41,71,80,15,240,1
1055,S6,2016-01-06,2016-01-09,510,S,3,Zeta Powlowski,conference_room_small,party,30,41,71,80,15,240,1
1056,S10,2016-01-06,2016-01-09,510,S,3,Zeta Powlowski,conference_room_small,party,30,41,71,80,15,240,1
1057,S11,2016-01-06,2016-01-09,510,S,3,Zeta Powlowski,conference_room_small,party,30,41,71,80,15,240,1
1058,D0,2016-01-15,2016-01-19,511,D,4,Ms. Lorine Rodriguez DDS,double_room,holiday,4,3,7,100,3,400,1
1059,D1,2016-01-15,2016-01-19,511,D,4,Ms. Lorine Rodriguez DDS,double_room,holiday,4,3,7,100,3,400,1
1060,D2,2016-01-15,2016-01-19,511,D,4,Ms. Lorine Rodriguez DDS,double_room,holiday,4,3,7,100,3,400,1
1061,D10,2016-01-31,2016-02-04,512,D,4,Wilfrid Hegmann,double_room,business,3,0,3,100,3,400,0
1062,X7,2016-02-07,2016-02-13,514,X,6,Mannie Russel,deluxe_room,business,4,0,4,150,3,900,1
1063,X8,2016-02-07,2016-02-13,514,X,6,Mannie Russel,deluxe_room,business,4,0,4,150,3,900,1
1064,L3,2016-02-02,2016-02-08,516,L,6,Tyra Barton,conference_room_large,party,16,3,19,150,50,900,0
1065,X7,2016-01-05,2016-01-08,517,X,3,Eleonore Buckridge,deluxe_room,business,2,1,3,150,3,450,0
1066,X9,2016-02-13,2016-02-23,518,X,10,Whitley Langosh,deluxe_room,business,3,1,4,150,3,1500,1
1067,X10,2016-02-13,2016-02-23,518,X,10,Whitley Langosh,deluxe_room,business,3,1,4,150,3,1500,1
1068,N95,2016-02-26,2016-03-01,519,N,4,Mr. Gunner Lehner,normal_room,holiday,2,0,2,80,1,320,1
1069,N96,2016-02-26,2016-03-01,519,N,4,Mr. Gunner Lehner,normal_room,holiday,2,0,2,80,1,320,1
1070,L6,2016-03-07,2016-03-11,520,L,4,Ayden Wuckert DVM,conference_room_large,conference,21,0,21,150,50,600,0
1071,L2,2016-01-14,2016-01-20,521,L,6,Deandre Kerluke,conference_room_large,wedding,38,24,62,150,50,900,1
1072,L3,2016-01-14,2016-01-20,521,L,6,Deandre Kerluke,conference_room_large,wedding,38,24,62,150,50,900,1
1073,S97,2016-03-24,2016-03-31,522,S,7,Aliyah Smith,conference_room_small,wedding,35,39,74,80,15,560,1
1074,S98,2016-03-24,2016-03-31,522,S,7,Aliyah Smith,conference_room_small,wedding,35,39,74,80,15,560,1
1075,S99,2016-03-24,2016-03-31,522,S,7,Aliyah Smith,conference_room_small,wedding,35,39,74,80,15,560,1
1076,S112,2016-03-24,2016-03-31,522,S,7,Aliyah Smith,conference_room_small,wedding,35,39,74,80,15,560,1
1077,S113,2016-03-24,2016-03-31,522,S,7,Aliyah Smith,conference_room_small,wedding,35,39,74,80,15,560,1
1078,D36,2016-02-22,2016-02-23,523,D,1,Dora Strosin,double_room,holiday,3,1,4,100,3,100,1
1079,D37,2016-02-22,2016-02-23,523,D,1,Dora Strosin,double_room,holiday,3,1,4,100,3,100,1
1080,X19,2016-01-26,2016-01-29,524,X,3,Ermina Lockman,deluxe_room,holiday,1,0,1,150,3,450,0
1081,X3,2016-03-19,2016-03-30,525,X,11,Mrs. Mila Stanton PhD,deluxe_room,holiday,4,0,4,150,3,1650,1
1082,X4,2016-03-19,2016-03-30,525,X,11,Mrs. Mila Stanton PhD,deluxe_room,holiday,4,0,4,150,3,1650,1
1083,S6,2016-02-28,2016-03-03,526,S,4,Kyle Schaden,conference_room_small,party,1,48,49,80,15,320,1
1084,S7,2016-02-28,2016-03-03,526,S,4,Kyle Schaden,conference_room_small,party,1,48,49,80,15,320,1
1085,S8,2016-02-28,2016-03-03,526,S,4,Kyle Schaden,conference_room_small,party,1,48,49,80,15,320,1
1086,S9,2016-02-28,2016-03-03,526,S,4,Kyle Schaden,conference_room_small,party,1,48,49,80,15,320,1
1087,L4,2016-03-23,2016-03-27,527,L,4,Kieth Fritsch II,conference_room_large,wedding,22,34,56,150,50,600,1
1088,L5,2016-03-23,2016-03-27,527,L,4,Kieth Fritsch II,conference_room_large,wedding,22,34,56,150,50,600,1
1089,N3,2016-01-23,2016-01-26,528,N,3,Kaliyah King,normal_room,holiday,6,1,7,80,1,240,1
1090,N4,2016-01-23,2016-01-26,528,N,3,Kaliyah King,normal_room,holiday,6,1,7,80,1,240,1
1091,N5,2016-01-23,2016-01-26,528,N,3,Kaliyah King,normal_room,holiday,6,1,7,80,1,240,1
1092,N6,2016-01-23,2016-01-26,528,N,3,Kaliyah King,normal_room,holiday,6,1,7,80,1,240,1
1093,N7,2016-01-23,2016-01-26,528,N,3,Kaliyah King,normal_room,holiday,6,1,7,80,1,240,1
1094,N8,2016-01-23,2016-01-26,528,N,3,Kaliyah King,normal_room,holiday,6,1,7,80,1,240,1
1095,N9,2016-01-23,2016-01-26,528,N,3,Kaliyah King,normal_room,holiday,6,1,7,80,1,240,1
1096,D2,2016-01-19,2016-01-22,529,D,3,Friend Leannon,double_room,holiday,1,0,1,100,3,300,0
1097,N6,2016-02-11,2016-02-17,530,N,6,Rhoda Homenick,normal_room,business,3,0,3,80,1,480,1
1098,N7,2016-02-11,2016-02-17,530,N,6,Rhoda Homenick,normal_room,business,3,0,3,80,1,480,1
1099,N8,2016-02-11,2016-02-17,530,N,6,Rhoda Homenick,normal_room,business,3,0,3,80,1,480,1
1100,D7,2016-01-23,2016-01-30,531,D,7,Efren Senger,double_room,holiday,2,0,2,100,3,700,0
1101,X14,2016-02-27,2016-03-02,532,X,4,Veola Armstrong DVM,deluxe_room,business,1,1,2,150,3,600,0
1102,N62,2016-03-16,2016-03-20,533,N,4,Bree Frami,normal_room,business,2,0,2,80,1,320,1
1103,N63,2016-03-16,2016-03-20,533,N,4,Bree Frami,normal_room,business,2,0,2,80,1,320,1
1104,L6,2016-03-15,2016-03-25,534,L,10,Goebel Koss,conference_room_large,conference,23,0,23,150,50,1500,0
1105,L9,2016-02-16,2016-02-21,535,L,5,Anie Quitzon DVM,conference_room_large,conference,23,0,23,150,50,750,0
1106,N11,2016-02-25,2016-03-01,536,N,5,Mr. Dann Gusikowski,normal_room,business,1,0,1,80,1,400,0
1107,X1,2016-02-19,2016-02-24,537,X,5,Juwan Friesen,deluxe_room,holiday,2,0,2,150,3,750,0
1108,N0,2016-03-13,2016-03-15,538,N,2,Darwyn Schuster,normal_room,business,3,0,3,80,1,160,1
1109,N1,2016-03-13,2016-03-15,538,N,2,Darwyn Schuster,normal_room,business,3,0,3,80,1,160,1
1110,N2,2016-03-13,2016-03-15,538,N,2,Darwyn Schuster,normal_room,business,3,0,3,80,1,160,1
1111,D8,2016-01-23,2016-01-28,539,D,5,Stephan Welch I,double_room,holiday,2,0,2,100,3,500,0
1112,D10,2016-02-13,2016-02-14,540,D,1,Siddie McCullough,double_room,business,1,0,1,100,3,100,0
1113,L7,2016-03-24,2016-04-03,541,L,10,Delphin Yundt,conference_room_large,wedding,12,2,14,150,50,1500,0
1114,S10,2016-02-29,2016-03-05,542,S,5,Sheridan Schinner,conference_room_small,conference,27,0,27,80,15,400,1
1115,S11,2016-02-29,2016-03-05,542,S,5,Sheridan Schinner,conference_room_small,conference,27,0,27,80,15,400,1
1116,L7,2016-03-07,2016-03-15,544,L,8,Mrs. Celeste Labadie,conference_room_large,wedding,28,27,55,150,50,1200,1
1117,L8,2016-03-07,2016-03-15,544,L,8,Mrs. Celeste Labadie,conference_room_large,wedding,28,27,55,150,50,1200,1
1118,L2,2016-03-18,2016-03-21,546,L,3,Bartholomew Anderson,conference_room_large,party,25,28,53,150,50,450,1
1119,L11,2016-03-18,2016-03-21,546,L,3,Bartholomew Anderson,conference_room_large,party,25,28,53,150,50,450,1
1120,X9,2016-02-05,2016-02-09,547,X,4,Mrs. Verena Wyman,deluxe_room,holiday,2,1,3,150,3,600,0
1121,D5,2016-03-15,2016-03-19,548,D,4,Jeannette Goodwin,double_room,business,2,0,2,100,3,400,0
1122,S13,2016-01-22,2016-01-30,549,S,8,Ethen Huels MD,conference_room_small,conference,24,0,24,80,15,640,1
1123,S14,2016-01-22,2016-01-30,549,S,8,Ethen Huels MD,conference_room_small,conference,24,0,24,80,15,640,1
1124,D4,2016-01-12,2016-01-20,550,D,8,Carri Fisher MD,double_room,holiday,1,2,3,100,3,800,0
1125,L4,2016-01-09,2016-01-16,551,L,7,Scott Lang,conference_room_large,conference,14,0,14,150,50,1050,0
1126,L10,2016-02-07,2016-02-11,552,L,4,Hilary Kirlin,conference_room_large,wedding,22,25,47,150,50,600,0
1127,D9,2016-01-22,2016-01-24,553,D,2,Oline Collier,double_room,holiday,1,1,2,100,3,200,0
1128,D14,2016-02-18,2016-02-22,554,D,4,Katlin Ankunding,double_room,holiday,3,1,4,100,3,400,1
1129,D18,2016-02-18,2016-02-22,554,D,4,Katlin Ankunding,double_room,holiday,3,1,4,100,3,400,1
1130,N64,2016-03-13,2016-03-19,555,N,6,Marcelino Hickle,normal_room,holiday,2,0,2,80,1,480,1
1131,N67,2016-03-13,2016-03-19,555,N,6,Marcelino Hickle,normal_room,holiday,2,0,2,80,1,480,1
1132,N12,2016-02-18,2016-02-27,556,N,9,Miss Mayra Collier DDS,normal_room,holiday,2,2,4,80,1,720,1
1133,N13,2016-02-18,2016-02-27,556,N,9,Miss Mayra Collier DDS,normal_room,holiday,2,2,4,80,1,720,1
1134,N14,2016-02-18,2016-02-27,556,N,9,Miss Mayra Collier DDS,normal_room,holiday,2,2,4,80,1,720,1
1135,N15,2016-02-18,2016-02-27,556,N,9,Miss Mayra Collier DDS,normal_room,holiday,2,2,4,80,1,720,1
1136,N5,2016-01-30,2016-02-02,557,N,3,Sabra Dooley,normal_room,business,2,1,3,80,1,240,1
1137,N6,2016-01-30,2016-02-02,557,N,3,Sabra Dooley,normal_room,business,2,1,3,80,1,240,1
1138,N7,2016-01-30,2016-02-02,557,N,3,Sabra Dooley,normal_room,business,2,1,3,80,1,240,1
1139,D38,2016-02-18,2016-02-23,558,D,5,Isidore Kessler IV,double_room,holiday,2,1,3,100,3,500,0
1140,X5,2016-03-17,2016-03-24,559,X,7,Ricardo Veum,deluxe_room,holiday,1,4,5,150,3,1050,1
1141,X6,2016-03-17,2016-03-24,559,X,7,Ricardo Veum,deluxe_room,holiday,1,4,5,150,3,1050,1
1142,D6,2016-02-04,2016-02-06,560,D,2,Dr. Garfield Mayert,double_room,holiday,1,0,1,100,3,200,0
1143,L11,2016-02-28,2016-03-01,561,L,2,Kasie Padberg,conference_room_large,conference,21,0,21,150,50,300,0
1144,X11,2016-02-17,2016-02-19,562,X,2,Sarai Dickens,deluxe_room,business,1,0,1,150,3,300,0
1145,X10,2016-01-20,2016-01-25,563,X,5,Jensen Lang,deluxe_room,business,6,0,6,150,3,750,1
1146,X11,2016-01-20,2016-01-25,563,X,5,Jensen Lang,deluxe_room,business,6,0,6,150,3,750,1
1147,X15,2016-03-09,2016-03-12,564,X,3,Keeley Tromp,deluxe_room,business,2,1,3,150,3,450,0
1148,D2,2016-02-11,2016-02-13,565,D,2,Kathi Shanahan,double_room,holiday,2,1,3,100,3,200,0
1149,D10,2016-01-19,2016-01-28,566,D,9,Mr. Hartwell Kling MD,double_room,holiday,4,1,5,100,3,900,1
1150,D11,2016-01-19,2016-01-28,566,D,9,Mr. Hartwell Kling MD,double_room,holiday,4,1,5,100,3,900,1
1151,N18,2016-02-27,2016-03-04,567,N,6,Niko Wisoky,normal_room,business,4,0,4,80,1,480,1
1152,N20,2016-02-27,2016-03-04,567,N,6,Niko Wisoky,normal_room,business,4,0,4,80,1,480,1
1153,N21,2016-02-27,2016-03-04,567,N,6,Niko Wisoky,normal_room,business,4,0,4,80,1,480,1
1154,N22,2016-02-27,2016-03-04,567,N,6,Niko Wisoky,normal_room,business,4,0,4,80,1,480,1
1155,N9,2016-02-12,2016-02-21,568,N,9,Mr. Conway Brakus I,normal_room,holiday,3,1,4,80,1,720,1
1156,N10,2016-02-12,2016-02-21,568,N,9,Mr. Conway Brakus I,normal_room,holiday,3,1,4,80,1,720,1
1157,N11,2016-02-12,2016-02-21,568,N,9,Mr. Conway Brakus I,normal_room,holiday,3,1,4,80,1,720,1
1158,N12,2016-02-12,2016-02-21,568,N,9,Mr. Conway Brakus I,normal_room,holiday,3,1,4,80,1,720,1
1159,L21,2016-03-29,2016-03-31,569,L,2,Abbigail Swift,conference_room_large,party,14,40,54,150,50,300,1
1160,L26,2016-03-29,2016-03-31,569,L,2,Abbigail Swift,conference_room_large,party,14,40,54,150,50,300,1
1161,D10,2016-01-13,2016-01-18,570,D,5,Mrs. Chantelle Wintheiser DDS,double_room,business,3,1,4,100,3,500,1
1162,D11,2016-01-13,2016-01-18,570,D,5,Mrs. Chantelle Wintheiser DDS,double_room,business,3,1,4,100,3,500,1
1163,N10,2016-01-15,2016-01-25,571,N,10,Adina Zboncak,normal_room,business,1,0,1,80,1,800,0
1164,X15,2016-01-15,2016-01-20,572,X,5,Latrell Ward,deluxe_room,holiday,2,2,4,150,3,750,1
1165,X18,2016-01-15,2016-01-20,572,X,5,Latrell Ward,deluxe_room,holiday,2,2,4,150,3,750,1
1166,L23,2016-03-09,2016-03-18,573,L,9,Ms. Roseanna Hudson,conference_room_large,wedding,17,28,45,150,50,1350,0
1167,S3,2016-02-09,2016-02-12,574,S,3,Mr. Fed McCullough DDS,conference_room_small,conference,29,0,29,80,15,240,1
1168,S4,2016-02-09,2016-02-12,574,S,3,Mr. Fed McCullough DDS,conference_room_small,conference,29,0,29,80,15,240,1
1169,N4,2016-03-10,2016-03-13,575,N,3,Orpha Ankunding,normal_room,holiday,1,0,1,80,1,240,0
1170,S41,2016-03-10,2016-03-12,576,S,2,Fronie Durgan,conference_room_small,conference,26,0,26,80,15,160,1
